,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
927,15700,2012-10-21,4,1,10,8,0,0,0,1,0.42,0.4242,0.67,0.0,39,104,143
928,15701,2012-10-21,4,1,10,9,0,0,0,1,0.46,0.4545,0.55,0.1642,77,192,269
929,15702,2012-10-21,4,1,10,10,0,0,0,1,0.5,0.4848,0.48,0.2985,167,276,443
930,15703,2012-10-21,4,1,10,11,0,0,0,1,0.52,0.5,0.44,0.3284,191,356,547
931,15704,2012-10-21,4,1,10,12,0,0,0,1,0.54,0.5152,0.39,0.3284,236,439,675
932,15705,2012-10-21,4,1,10,13,0,0,0,1,0.56,0.5303,0.37,0.2537,243,383,626
933,15706,2012-10-21,4,1,10,14,0,0,0,1,0.56,0.5303,0.35,0.194,235,405,640
934,15707,2012-10-21,4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,240,383,623
935,15708,2012-10-21,4,1,10,16,0,0,0,1,0.54,0.5152,0.37,0.2239,182,409,591
936,15709,2012-10-21,4,1,10,17,0,0,0,1,0.52,0.5,0.39,0.2537,153,338,491
937,15710,2012-10-21,4,1,10,18,0,0,0,1,0.52,0.5,0.39,0.194,71,342,413
938,15711,2012-10-21,4,1,10,19,0,0,0,1,0.5,0.4848,0.42,0.1642,50,216,266
939,15712,2012-10-21,4,1,10,20,0,0,0,1,0.48,0.4697,0.44,0.194,35,160,195
940,15713,2012-10-21,4,1,10,21,0,0,0,1,0.42,0.4242,0.54,0.1642,42,124,166
941,15714,2012-10-21,4,1,10,22,0,0,0,1,0.42,0.4242,0.54,0.0,18,95,113
942,15715,2012-10-21,4,1,10,23,0,0,0,1,0.44,0.4394,0.54,0.0,7,59,66
943,15716,2012-10-22,4,1,10,0,0,1,1,1,0.4,0.4091,0.62,0.0,3,28,31
944,15717,2012-10-22,4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0.0,0,11,11
945,15718,2012-10-22,4,1,10,2,0,1,1,1,0.38,0.3939,0.71,0.0,1,4,5
946,15719,2012-10-22,4,1,10,3,0,1,1,1,0.4,0.4091,0.62,0.0,1,5,6
947,15720,2012-10-22,4,1,10,4,0,1,1,1,0.38,0.3939,0.66,0.0,1,6,7
948,15721,2012-10-22,4,1,10,5,0,1,1,1,0.38,0.3939,0.76,0.0896,2,44,46
949,15722,2012-10-22,4,1,10,6,0,1,1,1,0.36,0.3636,0.76,0.0896,4,140,144
950,15723,2012-10-22,4,1,10,7,0,1,1,1,0.38,0.3939,0.66,0.0896,15,437,452
951,15724,2012-10-22,4,1,10,8,0,1,1,1,0.44,0.4394,0.67,0.0,32,696,728
952,15725,2012-10-22,4,1,10,9,0,1,1,1,0.46,0.4545,0.63,0.0896,25,335,360
953,15726,2012-10-22,4,1,10,10,0,1,1,1,0.5,0.4848,0.55,0.0,51,161,212
954,15727,2012-10-22,4,1,10,11,0,1,1,1,0.56,0.5303,0.37,0.1642,63,148,211
955,15728,2012-10-22,4,1,10,12,0,1,1,1,0.58,0.5455,0.35,0.0,52,231,283
956,15729,2012-10-22,4,1,10,13,0,1,1,1,0.62,0.6212,0.29,0.1642,88,227,315
957,15730,2012-10-22,4,1,10,14,0,1,1,1,0.62,0.6061,0.27,0.194,73,209,282
958,15731,2012-10-22,4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296
959,15732,2012-10-22,4,1,10,16,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524
960,15733,2012-10-22,4,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045,84,838,922
961,15734,2012-10-22,4,1,10,18,0,1,1,1,0.54,0.5152,0.64,0.1045,60,726,786
962,15735,2012-10-22,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,36,478,514
963,15736,2012-10-22,4,1,10,20,0,1,1,1,0.5,0.4848,0.59,0.1045,21,382,403
964,15737,2012-10-22,4,1,10,21,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174
965,15738,2012-10-22,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,25,158,183
966,15739,2012-10-22,4,1,10,23,0,1,1,1,0.46,0.4545,0.82,0.1045,20,143,163
967,15740,2012-10-23,4,1,10,0,0,2,1,1,0.46,0.4545,0.88,0.1642,5,32,37
968,15741,2012-10-23,4,1,10,1,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17
969,15742,2012-10-23,4,1,10,2,0,2,1,1,0.44,0.4394,0.88,0.1343,1,6,7
970,15743,2012-10-23,4,1,10,3,0,2,1,1,0.44,0.4394,0.77,0.1343,0,1,1
971,15744,2012-10-23,4,1,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,1,6,7
972,15745,2012-10-23,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50
973,15746,2012-10-23,4,1,10,6,0,2,1,1,0.4,0.4091,0.82,0.0896,6,152,158
974,15747,2012-10-23,4,1,10,7,0,2,1,2,0.44,0.4394,0.77,0.1045,12,519,531
975,15748,2012-10-23,4,1,10,8,0,2,1,2,0.46,0.4545,0.72,0.0896,28,733,761
976,15749,2012-10-23,4,1,10,9,0,2,1,2,0.5,0.4848,0.72,0.1045,29,305,334
977,15750,2012-10-23,4,1,10,10,0,2,1,1,0.54,0.5152,0.6,0.0,50,171,221
978,15751,2012-10-23,4,1,10,11,0,2,1,1,0.6,0.6212,0.53,0.0,52,201,253
979,15752,2012-10-23,4,1,10,12,0,2,1,2,0.62,0.6212,0.46,0.0896,80,298,378
980,15753,2012-10-23,4,1,10,13,0,2,1,2,0.64,0.6212,0.44,0.0,59,244,303
981,15754,2012-10-23,4,1,10,14,0,2,1,1,0.68,0.6364,0.41,0.1642,67,229,296
982,15755,2012-10-23,4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,76,270,346
983,15756,2012-10-23,4,1,10,16,0,2,1,1,0.68,0.6364,0.44,0.0896,108,433,541
984,15757,2012-10-23,4,1,10,17,0,2,1,1,0.68,0.6364,0.41,0.0,67,871,938
985,15758,2012-10-23,4,1,10,18,0,2,1,1,0.62,0.6212,0.53,0.0896,64,762,826
986,15759,2012-10-23,4,1,10,19,0,2,1,1,0.62,0.6212,0.57,0.0896,25,457,482
987,15760,2012-10-23,4,1,10,20,0,2,1,1,0.58,0.5455,0.64,0.1343,45,334,379
988,15761,2012-10-23,4,1,10,21,0,2,1,1,0.56,0.5303,0.68,0.0,35,260,295
989,15762,2012-10-23,4,1,10,22,0,2,1,1,0.56,0.5303,0.68,0.1045,20,174,194
990,15763,2012-10-23,4,1,10,23,0,2,1,1,0.54,0.5152,0.73,0.1045,9,102,111
991,15764,2012-10-24,4,1,10,0,0,3,1,1,0.54,0.5152,0.73,0.0896,7,39,46
992,15765,2012-10-24,4,1,10,1,0,3,1,1,0.54,0.5152,0.68,0.0,4,23,27
993,15766,2012-10-24,4,1,10,2,0,3,1,1,0.54,0.5152,0.68,0.0,0,6,6
994,15767,2012-10-24,4,1,10,3,0,3,1,1,0.5,0.4848,0.77,0.0896,0,4,4
995,15768,2012-10-24,4,1,10,4,0,3,1,1,0.5,0.4848,0.77,0.0896,1,5,6
996,15769,2012-10-24,4,1,10,5,0,3,1,1,0.5,0.4848,0.82,0.0,1,52,53
997,15770,2012-10-24,4,1,10,6,0,3,1,1,0.48,0.4697,0.82,0.1045,11,162,173
998,15771,2012-10-24,4,1,10,7,0,3,1,1,0.5,0.4848,0.88,0.0896,20,506,526
999,15772,2012-10-24,4,1,10,8,0,3,1,2,0.52,0.5,0.83,0.1045,24,777,801
1000,15773,2012-10-24,4,1,10,9,0,3,1,2,0.52,0.5,0.77,0.0896,24,349,373
1001,15774,2012-10-24,4,1,10,10,0,3,1,2,0.54,0.5152,0.73,0.0,29,142,171
1002,15775,2012-10-24,4,1,10,11,0,3,1,1,0.58,0.5455,0.64,0.0,47,189,236
1003,15776,2012-10-24,4,1,10,12,0,3,1,1,0.62,0.6061,0.61,0.0896,48,268,316
1004,15777,2012-10-24,4,1,10,13,0,3,1,1,0.66,0.6212,0.54,0.0,65,241,306
1005,15778,2012-10-24,4,1,10,14,0,3,1,1,0.74,0.6515,0.3,0.2537,64,237,301
1006,15779,2012-10-24,4,1,10,15,0,3,1,1,0.7,0.6364,0.39,0.1045,63,245,308
1007,15780,2012-10-24,4,1,10,16,0,3,1,1,0.74,0.6515,0.33,0.1343,67,465,532
1008,15781,2012-10-24,4,1,10,17,0,3,1,1,0.66,0.6212,0.47,0.0,87,876,963
1009,15782,2012-10-24,4,1,10,18,0,3,1,1,0.66,0.6212,0.44,0.0,63,795,858
1010,15783,2012-10-24,4,1,10,19,0,3,1,2,0.64,0.6212,0.53,0.0896,50,522,572
1011,15784,2012-10-24,4,1,10,20,0,3,1,2,0.62,0.6061,0.61,0.0896,45,396,441
1012,15785,2012-10-24,4,1,10,21,0,3,1,2,0.62,0.6061,0.61,0.1045,33,280,313
1013,15786,2012-10-24,4,1,10,22,0,3,1,2,0.6,0.6061,0.64,0.1343,30,208,238
1014,15787,2012-10-24,4,1,10,23,0,3,1,2,0.58,0.5455,0.68,0.0896,12,111,123
1015,15788,2012-10-25,4,1,10,0,0,4,1,2,0.6,0.6061,0.64,0.1045,19,57,76
1016,15789,2012-10-25,4,1,10,1,0,4,1,1,0.58,0.5455,0.68,0.0,6,22,28
1017,15790,2012-10-25,4,1,10,2,0,4,1,1,0.54,0.5152,0.77,0.0,3,15,18
1018,15791,2012-10-25,4,1,10,3,0,4,1,2,0.52,0.5,0.88,0.1343,0,8,8
1019,15792,2012-10-25,4,1,10,4,0,4,1,2,0.52,0.5,0.88,0.1045,1,4,5
1020,15793,2012-10-25,4,1,10,5,0,4,1,2,0.52,0.5,0.88,0.1642,2,53,55
1021,15794,2012-10-25,4,1,10,6,0,4,1,2,0.52,0.5,0.88,0.194,3,168,171
1022,15795,2012-10-25,4,1,10,7,0,4,1,2,0.52,0.5,0.88,0.194,18,477,495
1023,15796,2012-10-25,4,1,10,8,0,4,1,2,0.52,0.5,0.83,0.1642,33,746,779
1024,15797,2012-10-25,4,1,10,9,0,4,1,2,0.52,0.5,0.83,0.194,23,320,343
1025,15798,2012-10-25,4,1,10,10,0,4,1,2,0.54,0.5152,0.83,0.1343,53,172,225
1026,15799,2012-10-25,4,1,10,11,0,4,1,2,0.54,0.5152,0.83,0.1045,57,181,238
1027,15800,2012-10-25,4,1,10,12,0,4,1,2,0.56,0.5303,0.78,0.1045,61,258,319
1028,15801,2012-10-25,4,1,10,13,0,4,1,2,0.56,0.5303,0.78,0.0,49,264,313
1029,15802,2012-10-25,4,1,10,14,0,4,1,1,0.6,0.5909,0.73,0.1343,71,214,285
1030,15803,2012-10-25,4,1,10,15,0,4,1,1,0.62,0.6061,0.65,0.1343,63,242,305
1031,15804,2012-10-25,4,1,10,16,0,4,1,1,0.6,0.5909,0.69,0.1642,92,407,499
1032,15805,2012-10-25,4,1,10,17,0,4,1,1,0.6,0.5909,0.69,0.1642,112,774,886
1033,15806,2012-10-25,4,1,10,18,0,4,1,1,0.56,0.5303,0.83,0.1045,77,732,809
1034,15807,2012-10-25,4,1,10,19,0,4,1,1,0.54,0.5152,0.83,0.194,45,497,542
1035,15808,2012-10-25,4,1,10,20,0,4,1,2,0.52,0.5,0.88,0.1343,28,319,347
1036,15809,2012-10-25,4,1,10,21,0,4,1,2,0.52,0.5,0.88,0.1343,24,247,271
1037,15810,2012-10-25,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.0896,22,185,207
1038,15811,2012-10-25,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,13,122,135
1039,15812,2012-10-26,4,1,10,0,0,5,1,2,0.54,0.5152,0.77,0.0,6,65,71
1040,15813,2012-10-26,4,1,10,1,0,5,1,2,0.52,0.5,0.88,0.0896,4,32,36
1041,15814,2012-10-26,4,1,10,2,0,5,1,2,0.52,0.5,0.88,0.1045,4,15,19
1042,15815,2012-10-26,4,1,10,3,0,5,1,2,0.52,0.5,0.88,0.1642,5,8,13
1043,15816,2012-10-26,4,1,10,4,0,5,1,2,0.52,0.5,0.88,0.1642,1,4,5
1044,15817,2012-10-26,4,1,10,5,0,5,1,2,0.52,0.5,0.88,0.1045,3,47,50
1045,15818,2012-10-26,4,1,10,6,0,5,1,2,0.52,0.5,0.88,0.0896,2,142,144
1046,15819,2012-10-26,4,1,10,7,0,5,1,2,0.52,0.5,0.88,0.1045,13,408,421
1047,15820,2012-10-26,4,1,10,8,0,5,1,2,0.54,0.5152,0.88,0.1343,20,714,734
1048,15821,2012-10-26,4,1,10,9,0,5,1,2,0.54,0.5152,0.88,0.1343,56,347,403
1049,15822,2012-10-26,4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045,41,156,197
1050,15823,2012-10-26,4,1,10,11,0,5,1,2,0.56,0.5303,0.78,0.1642,68,222,290
1051,15824,2012-10-26,4,1,10,12,0,5,1,2,0.58,0.5455,0.73,0.194,90,302,392
1052,15825,2012-10-26,4,1,10,13,0,5,1,2,0.58,0.5455,0.68,0.1343,77,260,337
1053,15826,2012-10-26,4,1,10,14,0,5,1,2,0.6,0.6061,0.64,0.1343,99,252,351
1054,15827,2012-10-26,4,1,10,15,0,5,1,2,0.62,0.6061,0.61,0.1045,142,306,448
1055,15828,2012-10-26,4,1,10,16,0,5,1,2,0.58,0.5455,0.73,0.1642,137,445,582
1056,15829,2012-10-26,4,1,10,17,0,5,1,2,0.56,0.5303,0.76,0.194,125,692,817
1057,15830,2012-10-26,4,1,10,18,0,5,1,2,0.56,0.5303,0.78,0.1343,81,584,665
1058,15831,2012-10-26,4,1,10,19,0,5,1,2,0.54,0.5152,0.83,0.1642,72,399,471
1059,15832,2012-10-26,4,1,10,20,0,5,1,2,0.54,0.5152,0.83,0.1642,40,271,311
1060,15833,2012-10-26,4,1,10,21,0,5,1,2,0.54,0.5152,0.77,0.1343,40,252,292
1061,15834,2012-10-26,4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,37,180,217
1062,15835,2012-10-26,4,1,10,23,0,5,1,1,0.52,0.5,0.83,0.1642,19,159,178
1063,15836,2012-10-27,4,1,10,0,0,6,0,1,0.5,0.4848,0.88,0.1343,10,132,142
1064,15837,2012-10-27,4,1,10,1,0,6,0,2,0.5,0.4848,0.88,0.1343,23,123,146
1065,15838,2012-10-27,4,1,10,2,0,6,0,2,0.5,0.4848,0.88,0.194,19,71,90
1066,15839,2012-10-27,4,1,10,3,0,6,0,1,0.5,0.4848,0.88,0.1642,5,21,26
1067,15840,2012-10-27,4,1,10,4,0,6,0,2,0.5,0.4848,0.88,0.1642,1,12,13
1068,15841,2012-10-27,4,1,10,5,0,6,0,2,0.5,0.4848,0.82,0.194,2,7,9
1069,15842,2012-10-27,4,1,10,6,0,6,0,2,0.5,0.4848,0.82,0.194,2,29,31
1070,15843,2012-10-27,4,1,10,7,0,6,0,1,0.48,0.4697,0.83,0.194,7,79,86
1071,15844,2012-10-27,4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,26,187,213
1072,15845,2012-10-27,4,1,10,9,0,6,0,1,0.5,0.4848,0.77,0.2537,88,240,328
1073,15846,2012-10-27,4,1,10,10,0,6,0,1,0.54,0.5152,0.73,0.2836,165,314,479
1074,15847,2012-10-27,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,197,388,585
1075,15848,2012-10-27,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,264,404,668
1076,15849,2012-10-27,4,1,10,13,0,6,0,1,0.6,0.6212,0.43,0.2537,310,450,760
1077,15850,2012-10-27,4,1,10,14,0,6,0,1,0.6,0.6212,0.46,0.2537,325,425,750
1078,15851,2012-10-27,4,1,10,15,0,6,0,2,0.56,0.5303,0.6,0.2836,310,401,711
1079,15852,2012-10-27,4,1,10,16,0,6,0,2,0.56,0.5303,0.64,0.2836,257,355,612
1080,15853,2012-10-27,4,1,10,17,0,6,0,2,0.56,0.5303,0.64,0.2836,248,370,618
1081,15854,2012-10-27,4,1,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836,138,318,456
1082,15855,2012-10-27,4,1,10,19,0,6,0,2,0.52,0.5,0.72,0.2239,67,233,300
1083,15856,2012-10-27,4,1,10,20,0,6,0,2,0.52,0.5,0.72,0.2239,58,238,296
1084,15857,2012-10-27,4,1,10,21,0,6,0,2,0.52,0.5,0.72,0.2239,49,160,209
1085,15858,2012-10-27,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537,41,116,157
1086,15859,2012-10-27,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881,31,136,167
1087,15860,2012-10-28,4,1,10,0,0,0,0,3,0.52,0.5,0.68,0.2985,20,97,117
1088,15861,2012-10-28,4,1,10,1,0,0,0,2,0.5,0.4848,0.72,0.2836,22,111,133
1089,15862,2012-10-28,4,1,10,2,0,0,0,2,0.5,0.4848,0.68,0.2985,17,99,116
1090,15863,2012-10-28,4,1,10,3,0,0,0,2,0.5,0.4848,0.63,0.3284,18,61,79
1091,15864,2012-10-28,4,1,10,4,0,0,0,2,0.5,0.4848,0.63,0.3582,1,19,20
1092,15865,2012-10-28,4,1,10,5,0,0,0,2,0.5,0.4848,0.63,0.2985,6,22,28
1093,15866,2012-10-28,4,1,10,6,0,0,0,2,0.5,0.4848,0.59,0.3284,7,32,39
1094,15867,2012-10-28,4,1,10,7,0,0,0,2,0.5,0.4848,0.59,0.2985,17,48,65
1095,15868,2012-10-28,4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,55,118,173
1096,15869,2012-10-28,4,1,10,9,0,0,0,2,0.5,0.4848,0.55,0.4179,124,206,330
1097,15870,2012-10-28,4,1,10,10,0,0,0,2,0.48,0.4697,0.51,0.4179,120,314,434
1098,15871,2012-10-28,4,1,10,11,0,0,0,2,0.5,0.4848,0.51,0.3881,110,352,462
1099,15872,2012-10-28,4,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,118,373,491
1100,15873,2012-10-28,4,1,10,13,0,0,0,2,0.48,0.4697,0.59,0.4179,75,316,391
1101,15874,2012-10-28,4,1,10,14,0,0,0,2,0.5,0.4848,0.59,0.4478,98,304,402
1102,15875,2012-10-28,4,1,10,15,0,0,0,2,0.5,0.4848,0.63,0.4925,76,225,301
1103,15876,2012-10-28,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251,293
1104,15877,2012-10-28,4,1,10,17,0,0,0,3,0.46,0.4545,0.77,0.5224,37,188,225
1105,15878,2012-10-28,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,136,154
1106,15879,2012-10-28,4,1,10,19,0,0,0,3,0.42,0.4242,0.94,0.3582,7,47,54
1107,15880,2012-10-28,4,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,4,51,55
1108,15881,2012-10-28,4,1,10,21,0,0,0,3,0.44,0.4394,0.88,0.4179,2,44,46
1109,15882,2012-10-28,4,1,10,22,0,0,0,3,0.44,0.4394,0.88,0.3582,2,35,37
1110,15883,2012-10-28,4,1,10,23,0,0,0,3,0.42,0.4242,0.94,0.3582,2,12,14
1111,15884,2012-10-29,4,1,10,0,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22
1112,15885,2012-10-30,4,1,10,13,0,2,1,3,0.3,0.2727,0.81,0.3582,11,105,116
1113,15886,2012-10-30,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,118,126
1114,15887,2012-10-30,4,1,10,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,114,124
1115,15888,2012-10-30,4,1,10,16,0,2,1,3,0.3,0.2879,0.87,0.2537,15,83,98
1116,15889,2012-10-30,4,1,10,17,0,2,1,3,0.3,0.2879,0.87,0.2239,19,105,124
1117,15890,2012-10-30,4,1,10,18,0,2,1,3,0.3,0.303,0.87,0.1343,4,139,143
1118,15891,2012-10-30,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109,115
1119,15892,2012-10-30,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81
1120,15893,2012-10-30,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64
1121,15894,2012-10-30,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66
1122,15895,2012-10-30,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39
1123,15896,2012-10-31,4,1,10,0,0,3,1,2,0.3,0.3182,0.81,0.1045,0,16,16
1124,15897,2012-10-31,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,8,8
1125,15898,2012-10-31,4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,0,7,7
1126,15899,2012-10-31,4,1,10,3,0,3,1,2,0.3,0.3182,0.81,0.1045,0,3,3
1127,15900,2012-10-31,4,1,10,4,0,3,1,2,0.3,0.2879,0.87,0.194,0,5,5
1128,15901,2012-10-31,4,1,10,5,0,3,1,2,0.3,0.303,0.81,0.1343,0,24,24
1129,15902,2012-10-31,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,116
1130,15903,2012-10-31,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337
1131,15904,2012-10-31,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,6,615,621
1132,15905,2012-10-31,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297
1133,15906,2012-10-31,4,1,10,10,0,3,1,1,0.36,0.3333,0.71,0.2836,21,147,168
1134,15907,2012-10-31,4,1,10,11,0,3,1,2,0.36,0.3485,0.66,0.2239,37,152,189
1135,15908,2012-10-31,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,197,241
1136,15909,2012-10-31,4,1,10,13,0,3,1,1,0.42,0.4242,0.5,0.2239,22,191,213
1137,15910,2012-10-31,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,45,179,224
1138,15911,2012-10-31,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230
1139,15912,2012-10-31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424
1140,15913,2012-10-31,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723
1141,15914,2012-10-31,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584
1142,15915,2012-10-31,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,27,383,410
1143,15916,2012-10-31,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,9,259,268
1144,15917,2012-10-31,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,192
1145,15918,2012-10-31,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,18,147,165
1146,15919,2012-10-31,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,101
1147,15920,2012-11-01,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60
1148,15921,2012-11-01,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30
1149,15922,2012-11-01,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20
1150,15923,2012-11-01,4,1,11,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15
1151,15924,2012-11-01,4,1,11,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10
1152,15925,2012-11-01,4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40
1153,15926,2012-11-01,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,2,146,148
1154,15927,2012-11-01,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,6,414,420
1155,15928,2012-11-01,4,1,11,8,0,4,1,2,0.36,0.3788,0.56,0.1045,12,668,680
1156,15929,2012-11-01,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331
1157,15930,2012-11-01,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146
1158,15931,2012-11-01,4,1,11,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,156,170
1159,15932,2012-11-01,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221
1160,15933,2012-11-01,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,49,199,248
1161,15934,2012-11-01,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,31,154,185
1162,15935,2012-11-01,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,35,179,214
1163,15936,2012-11-01,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344
1164,15937,2012-11-01,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689
1165,15938,2012-11-01,4,1,11,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,678
1166,15939,2012-11-01,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452
1167,15940,2012-11-01,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296
1168,15941,2012-11-01,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267
1169,15942,2012-11-01,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202
1170,15943,2012-11-01,4,1,11,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120
1171,15944,2012-11-02,4,1,11,0,0,5,1,1,0.34,0.3333,0.57,0.1642,10,40,50
1172,15945,2012-11-02,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24
1173,15946,2012-11-02,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10
1174,15947,2012-11-02,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3
1175,15948,2012-11-02,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7
1176,15949,2012-11-02,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26
1177,15950,2012-11-02,4,1,11,6,0,5,1,1,0.3,0.303,0.7,0.1642,2,120,122
1178,15951,2012-11-02,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,349,357
1179,15952,2012-11-02,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,687
1180,15953,2012-11-02,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382
1181,15954,2012-11-02,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204
1182,15955,2012-11-02,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221
1183,15956,2012-11-02,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292
1184,15957,2012-11-02,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582,64,230,294
1185,15958,2012-11-02,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262
1186,15959,2012-11-02,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306
1187,15960,2012-11-02,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421
1188,15961,2012-11-02,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,638
1189,15962,2012-11-02,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522
1190,15963,2012-11-02,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374
1191,15964,2012-11-02,4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,14,207,221
1192,15965,2012-11-02,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,23,133,156
